pakketnummer,gebied,item,soort,aantal_per_pakket,groep,volgorde
332.1p,DOZEN,3,,1.0,,2
332.2,DOZEN,3,,1.0,,2
332.2p,DOZEN,3,,1.0,,2
333.1,DOZEN,3,,1.0,,2
333.1p,DOZEN,3,,1.0,,2
333.2,DOZEN,3,,1.0,,2
333.2p,DOZEN,3,,1.0,,2
340.1,DOZEN,3,,1.0,,2
340.1p,DOZEN,3,,1.0,,2
340.2,DOZEN,3,,1.0,,2
340.2p,DOZEN,3,,1.0,,2
341.1,DOZEN,3,,1.0,,2
341.1p,DOZEN,3,,1.0,,2
341.2,DOZEN,3,,1.0,,2
341.2p,DOZEN,3,,1.0,,2
342.1,DOZEN,3,,1.0,,2
342.1p,DOZEN,3,,1.0,,2
342.2,DOZEN,3,,1.0,,2
342.2p,DOZEN,3,,1.0,,2
343.1,DOZEN,3,,1.0,,2
343.1p,DOZEN,3,,1.0,,2
343.2,DOZEN,3,,1.0,,2
343.2p,DOZEN,3,,1.0,,2
345.1,DOZEN,3,,1.0,,2
345.1p,DOZEN,3,,1.0,,2
345.2,DOZEN,3,,1.0,,2
345.2p,DOZEN,3,,1.0,,2
346.1,DOZEN,3,,1.0,,2
346.1p,DOZEN,3,,1.0,,2
346.2,DOZEN,3,,1.0,,2
346.2p,DOZEN,3,,1.0,,2
347.1,DOZEN,3,,1.0,,2
347.1p,DOZEN,3,,1.0,,2
347.2,DOZEN,3,,1.0,,2
347.2p,DOZEN,3,,1.0,,2
348.1,DOZEN,3,,1.0,,2
348.1p,DOZEN,3,,1.0,,2
348.2,DOZEN,3,,1.0,,2
348.2p,DOZEN,3,,1.0,,2
T001,DOZEN,3,,1.0,,2
T001p,DOZEN,3,,1.0,,2
T002,DOZEN,10,,1.0,,9
T002p,DOZEN,10,,1.0,,9
T003,DOZEN,3,,1.0,,2
T003p,DOZEN,3,,1.0,,2
T004,DOZEN,10,,1.0,,9
T004p,DOZEN,10,,1.0,,9
T005,DOZEN,10,,1.0,,9
T005p,DOZEN,10,,1.0,,9
T006,DOZEN,KB,,1.0,,16
T006p,DOZEN,KB,,1.0,,16
T007,DOZEN,KB,,1.0,,16
T007p,DOZEN,KB,,1.0,,16
T008,DOZEN,KB,,1.0,,16
T008p,DOZEN,KB,,1.0,,16
T009,DOZEN,KB,,1.0,,16
T009p,DOZEN,KB,,1.0,,16
T010,DOZEN,4,,1.0,,3
T010p,DOZEN,4,,1.0,,3
T011,DOZEN,EUR40,,1.0,,17
T011p,DOZEN,EUR40,,1.0,,17
T012,DOZEN,EUR40,,1.0,,17
T012p,DOZEN,EUR40,,1.0,,17
101.1,KAS,Nerium Oleander Roze - P9,,4.0,Mediterrane:,22
101.1,DOZEN,1,,1.0,,900
101.2p,KAS,Nerium Oleander Roze - P9,,8.0,Mediterrane:,23
101.2p,POKON,Pokon Mediterrane Planten Mest 1kg,,1.0,Pokon:,900
101.2p,DOZEN,12,,1.0,,900
101.1p,KAS,Nerium Oleander Roze - P9,,4.0,Mediterrane:,24
101.1p,POKON,Pokon Mediterrane Planten Mest 1kg,,1.0,Pokon:,900
101.1p,DOZEN,14,,1.0,,900
101.0,KAS,Nerium Oleander Roze - P9,,2.0,Mediterrane:,25
101.0,DOZEN,15,,1.0,,900
101.0p,KAS,Nerium Oleander Roze - P9,,2.0,Mediterrane:,26
101.0p,POKON,Pokon Mediterrane Planten Mest 1kg,,1.0,Pokon:,900
101.0p,DOZEN,1,,1.0,,900
101.2,KAS,Nerium Oleander Roze - P9,,8.0,Mediterrane:,27
101.2,DOZEN,2,,1.0,,900
101.3,KAS,Nerium Oleander Wit - P9,,2.0,Mediterrane:,28
101.3,DOZEN,15,,1.0,,900
101.3p,KAS,Nerium Oleander Wit - P9,,2.0,Mediterrane:,29
101.3p,POKON,Pokon Mediterrane Planten Mest 1kg,,1.0,Pokon:,900
101.3p,DOZEN,1,,1.0,,900
101.4,KAS,Nerium Oleander Wit - P9,,4.0,Mediterrane:,30
101.4,DOZEN,1,,1.0,,900
101.4p,KAS,Nerium Oleander Wit - P9,,4.0,Mediterrane:,31
101.4p,POKON,Pokon Mediterrane Planten Mest 1kg,,1.0,Pokon:,900
101.4p,DOZEN,14,,1.0,,900
101.5,KAS,Nerium Oleander Wit - P9,,8.0,Mediterrane:,32
101.5,DOZEN,2,,1.0,,900
101.5p,KAS,Nerium Oleander Wit - P9,,8.0,Mediterrane:,33
101.5p,POKON,Pokon Mediterrane Planten Mest 1kg,,1.0,Pokon:,900
101.5p,DOZEN,12,,1.0,,900
111.1,KAMER,Spathiphyllum Korto P12,,2.0,Kamerplanten klein:,33
111.1,DOZEN,1,,1.0,,900
111.2,KAMER,Coffea arabica P12,,2.0,Kamerplanten klein:,34
111.2,DOZEN,1,,1.0,,900
111.2p,KAMER,Coffea arabica P12,Pokon,2.0,Kamerplanten klein:,35
111.2p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
111.2p,DOZEN,14,,1.0,,900
111.1p,KAMER,Spathiphyllum Korto P12,Pokon,2.0,Kamerplanten klein:,36
111.1p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
111.1p,DOZEN,14,,1.0,,900
110.1,KAMER,Efteling Sprookjesboom Assepoester,,1.0,Kamerplanten klein:,37
110.1,DOZEN,1,,1.0,,900
110.1p,KAMER,Efteling Sprookjesboom Assepoester,,1.0,Kamerplanten klein:,38
110.1p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
110.1p,DOZEN,14,,1.0,,900
110.2,KAMER,Efteling Sprookjesboom Benjamin,,1.0,Kamerplanten klein:,39
110.2,DOZEN,1,,1.0,,900
110.2p,KAMER,Efteling Sprookjesboom Benjamin,,1.0,Kamerplanten klein:,40
110.2p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
110.2p,DOZEN,14,,1.0,,900
110.3,KAMER,Efteling Sprookjesboom Draak,,1.0,Kamerplanten klein:,41
110.3,DOZEN,1,,1.0,,900
110.3p,KAMER,Efteling Sprookjesboom Draak,,1.0,Kamerplanten klein:,42
110.3p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
110.3p,DOZEN,14,,1.0,,900
110.4,KAMER,Efteling Sprookjesboom Roodkapje,,1.0,Kamerplanten klein:,43
110.4,DOZEN,1,,1.0,,900
110.4p,KAMER,Efteling Sprookjesboom Roodkapje,,1.0,Kamerplanten klein:,44
110.4p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
110.4p,DOZEN,14,,1.0,,900
110.5,KAMER,Woezel & Pip Tante Perenboom Buurpoes,,1.0,Kamerplanten klein:,45
110.5,DOZEN,1,,1.0,,900
110.5p,KAMER,Woezel & Pip Tante Perenboom Buurpoes,,1.0,Kamerplanten klein:,46
110.5p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
110.5p,DOZEN,14,,1.0,,900
110.6,KAMER,Woezel & Pip Tante Perenboom Charlie,,1.0,Kamerplanten klein:,47
110.6,DOZEN,1,,1.0,,900
110.6p,KAMER,Woezel & Pip Tante Perenboom Charlie,,1.0,Kamerplanten klein:,48
110.6p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
110.6p,DOZEN,14,,1.0,,900
110.8,KAMER,Woezel & Pip Tante Perenboom Woezel,,1.0,Kamerplanten klein:,51
110.8,DOZEN,1,,1.0,,900
110.8p,KAMER,Woezel & Pip Tante Perenboom Woezel,,1.0,Kamerplanten klein:,52
110.8p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
110.8p,DOZEN,14,,1.0,,900
110.9,KAMER,Woezel & Pip Wijze Varen,,1.0,Kamerplanten klein:,53
110.9,DOZEN,1,,1.0,,900
110.9p,KAMER,Woezel & Pip Wijze Varen,,1.0,Kamerplanten klein:,54
110.9p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
110.9p,DOZEN,14,,1.0,,900
110.7,KAMER,Woezel & Pip Tante Perenboom Pip,,1.0,Kamerplanten klein:,55
110.7,DOZEN,1,,1.0,,900
110.7p,KAMER,Woezel & Pip Tante Perenboom Pip,,1.0,Kamerplanten klein:,56
110.7p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
110.7p,DOZEN,14,,1.0,,900
129.1p,KAMER,Alocasia Polly P17,,1.0,Kamerplanten groot:,63
129.1p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
129.1p,DOZEN,3,,1.0,,900
129.1,KAMER,Alocasia Polly P17,,1.0,Kamerplanten groot:,64
129.1,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
129.1,DOZEN,3,,1.0,,900
129.2,KAMER,Alocasia Polly P17,,2.0,Kamerplanten groot:,65
129.2,DOZEN,3,,1.0,,900
129.2p,KAMER,Alocasia Polly P17,,2.0,Kamerplanten groot:,66
129.2p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
129.2p,DOZEN,3,,1.0,,900
129.3,KAMER,Alocasia Low Rider P17,,1.0,Kamerplanten groot:,67
129.3,DOZEN,3,,1.0,,900
129.3p,KAMER,Alocasia Low Rider P17,,1.0,Kamerplanten groot:,68
129.3p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
129.3p,DOZEN,3,,1.0,,900
129.4,KAMER,Alocasia Low Rider P17,,2.0,Kamerplanten groot:,69
129.4,DOZEN,3,,1.0,,900
129.4p,KAMER,Alocasia Low Rider P17,,2.0,Kamerplanten groot:,70
129.4p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
129.4p,DOZEN,3,,1.0,,900
129.5,KAMER,Dieffenbachia Mars P17,,1.0,Kamerplanten groot:,71
129.5,DOZEN,3,,1.0,,900
129.5p,KAMER,Dieffenbachia Mars P17,,1.0,Kamerplanten groot:,72
129.5p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
129.5p,DOZEN,3,,1.0,,900
129.6,KAMER,Dieffenbachia Mars P17,,2.0,Kamerplanten groot:,73
129.6,DOZEN,3,,1.0,,900
129.6p,KAMER,Dieffenbachia Mars P17,,2.0,Kamerplanten groot:,74
129.6p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
129.6p,DOZEN,3,,1.0,,900
130.0,KAMER,Monstera deliciosa - P17,,1.0,Kamerplanten groot:,75
130.0,DOZEN,3,,1.0,,900
130.0p,KAMER,Monstera deliciosa - P17,,1.0,Kamerplanten groot:,76
130.0p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
130.0p,DOZEN,3,,1.0,,900
130.1,KAMER,Monstera deliciosa - P17,,2.0,Kamerplanten groot:,77
130.1,DOZEN,3,,1.0,,900
130.1p,KAMER,Monstera deliciosa - P17,,2.0,Kamerplanten groot:,78
130.1p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
130.1p,DOZEN,3,,1.0,,900
130.2,KAMER,Strelitzia nicolai P17,,1.0,Kamerplanten groot:,79
130.2,DOZEN,3,,1.0,,900
130.2p,KAMER,Strelitzia nicolai P17,,1.0,Kamerplanten groot:,80
130.2p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
130.2p,DOZEN,3,,1.0,,900
130.3,KAMER,Strelitzia nicolai P17,,2.0,Kamerplanten groot:,81
130.3,DOZEN,3,,1.0,,900
130.3p,KAMER,Strelitzia nicolai P17,,2.0,Kamerplanten groot:,82
130.3p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
130.3p,DOZEN,3,,1.0,,900
130.4,KAMER,Ficus Lyrata P17,,1.0,Kamerplanten groot:,83
130.4,DOZEN,3,,1.0,,900
130.4p,KAMER,Ficus Lyrata P17,,1.0,Kamerplanten groot:,84
130.4p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
130.4p,DOZEN,3,,1.0,,900
130.5,KAMER,Ficus Lyrata P17,,2.0,Kamerplanten groot:,85
130.5,DOZEN,3,,1.0,,900
130.5p,KAMER,Ficus Lyrata P17,,2.0,Kamerplanten groot:,86
130.5p,POKON,Pokon Bio Kamerplanten Voeding 250ml,,1.0,Pokon:,900
130.5p,DOZEN,3,,1.0,,900
